id,original_language,original_title,overview,release_date,vote_average,director,genres,keywords,final,clean
13682,en,Pooh's Heffalump Movie,"Who or what exactly is a Heffalump? The lovable residents of the Hundred Acre Wood -- Winnie the Pooh, Rabbit, Tigger, Eeyore, Kanga and the rest of the pack -- embark on a journey of discovery in search of the elusive Heffalump. But as is always the case, this unusual road trip opens their eyes to so much more than just the creature they're seeking.",2005-02-11,6.4,Frank Nissen,Animation Family,, Animation Family Frank Nissen,  anim famili frank nissen
9089,en,Home for the Holidays,"After losing her job, making out with her soon to be ex-boss, and finding out that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson has to face spending the holiday with her family. She wonders if she can survive their crazy antics.",1995-11-02,6.3,Jodie Foster,Comedy Drama Romance,baltimore thanksgiving family clan family conflict generations conflict woman director,baltimore thanksgiving family clan family conflict generations conflict woman director Comedy Drama Romance Jodie Foster,  baltimor thanksgiv famili clan famili conflict generat conflict woman director comedi drama romanc jodi foster
9470,cn,功夫,"Set in Canton, China in the 1940s, the story revolves in a town ruled by the Axe Gang, Sing who desperately wants to become a member. He stumbles into a slum ruled by eccentric landlords who turns out to be the greatest kung-fu masters in disguise. Sing's actions eventually cause the Axe Gang and the slumlords to engage in an explosive kung-fu battle. Only one side will win and only one hero will emerge as the greatest kung-fu master of all.",2004-02-10,7.2,Stephen Chow,Action Comedy Crime Fantasy,kung fu magic mafia defense gangster policeman anarchic comedy,kung fu magic mafia defense gangster policeman anarchic comedy Action Comedy Crime Fantasy Stephen Chow,  kung fu magic mafia defens gangster policeman anarch comedi action comedi crime fantasi stephen chow
18357,en,The Country Bears,"For Beary Barrington, The Country Bears' young #1 fan, fitting in with his all-too-human family is proving im-paws-ible. When he runs away to find Country Bear Hall and his heroes, he discovers the venue that made them famous is near foreclosure. Beary hightails it over the river and through the woods to get the Bears in the Band back together for an all-out reunion concert to save Country Bear Hall.",2002-07-26,4.3,Peter Hastings,Adventure Comedy Family,human animal relationship musical clowning bear social satire aftercreditsstinger duringcreditsstinger,human animal relationship musical clowning bear social satire aftercreditsstinger duringcreditsstinger Adventure Comedy Family Peter Hastings,  human anim relationship music clown bear social satir aftercreditssting duringcreditssting adventur comedi famili peter hast
7979,en,The Kite Runner,"After spending years in California, Amir returns to his homeland in Afghanistan to help his old friend Hassan, whose son is in trouble.",2007-10-14,7.3,Marc Forster,Drama,1970s afghanistan hang gliding war in afghanistan taliban cowardice best friend cowardliness child,1970s afghanistan hang gliding war in afghanistan taliban cowardice best friend cowardliness child Drama Marc Forster,  afghanistan hang glide war in afghanistan taliban cowardic best friend cowardli child drama marc forster
470,en,21 Grams,"This is the story of three gentle persons: Paul Rivers an ailing mathematician lovelessly married to an English émigré, Christina Peck, an upper-middle-class suburban housewife, happily married and mother of two little girls, and Jack Jordan, an ex-convict who has found in his Christian faith the strength to raise a family. They will be brought together by a terrible accident that will change their lives. By the final frame, none of them will be the same as they will learn harsh truths about love, faith, courage, desire and guilt, and how chance can change our worlds irretrievably, forever.",2003-09-06,7.2,Alejandro González Iñárritu,Drama Crime Thriller,life and death transplantation suicide attempt desperation loss of family ex-detainee sadness rage and hate car crash,life and death transplantation suicide attempt desperation loss of family ex-detainee sadness rage and hate car crash Drama Crime Thriller Alejandro González Iñárritu,  life and death transplant suicid attempt desper loss of famili sad rage and hate car crash drama crime thriller alejandro gonzález iñárritu
15644,en,Paparazzi,A rising Hollywood actor decides to take personal revenge against a group of four persistent photographers to make them pay for almost causing a personal tragedy involving his wife and son.,2004-09-03,5.8,Paul Abascal,Action Drama Thriller,independent film,independent film Action Drama Thriller Paul Abascal,  independ film action drama thriller paul abasc
9582,en,A Guy Thing,"Paul Morse is a good guy. When his friends throw him a wild bachelor party, he just wants to keep his conscience clean -- which is why he's shocked when he wakes up in bed with a beautiful girl named Becky and can't remember the night before. Desperate to keep his fiancée, Karen, from finding out what may or may not be the truth, he tells her a teensy lie. Soon his lies are spiraling out of control and his life is a series of comical misunderstandings.",2003-01-17,5.3,Chris Koch,Comedy Romance,infidelity bachelor blackmail fantasy truth party liar friends misunderstanding wedding fiancée,infidelity bachelor blackmail fantasy truth party liar friends misunderstanding wedding fiancée Comedy Romance Chris Koch,  infidel bachelor blackmail fantasi truth parti liar friend misunderstand wed fiancé comedi romanc chris koch
10642,en,Loser,"On a university scholarship, a good natured student from the midwest gets a crash course in city life while dealing with three evil roommates. He befriends a virtually homeless college student whom he falls for, but she's dating a nasty professor.",2000-07-21,5.0,Amy Heckerling,Drama Comedy Romance Family,college lost and found older brother younger sister woman director young adult college student,college lost and found older brother younger sister woman director young adult college student Drama Comedy Romance Family Amy Heckerling,  colleg lost and found older brother younger sister woman director young adult colleg student drama comedi romanc famili ami heckerl
22074,en,Capitalism: A Love Story,"Michael Moore's Capitalism: A Love Story comes home to the issue he's been examining throughout his career: the disastrous impact of corporate dominance on the everyday lives of Americans (and by default, the rest of the world).",2009-09-06,7.0,Michael Moore,Documentary,usa capitalism capitalist wall street criticism and blame banking money economics corporation,usa capitalism capitalist wall street criticism and blame banking money economics corporation Documentary Michael Moore,  usa capit capitalist wall street critic and blame bank money econom corpor documentari michael moor
2428,en,The Greatest Story Ever Told,All-star epic retelling of Christ's life.,1965-02-15,6.5,George Stevens,Drama History,jesus christ biography epic,jesus christ biography epic Drama History George Stevens,  jesus christ biographi epic drama histori georg steven
